#Document title: Votes
#Rows: 2234, Columns: 33
#Legislative period: 2012-2013
#house;legislative-period;session-number;date of vote;dossier nummer;onder nummer;type;outcome;stemmings type;bron amendement op OB;link amendement HTML op PM;link stemming XML op PM;link stemming in context HTML op PM;bron stemming op OB;nl.p.50plus;nl.p.cda;nl.p.cu;nl.p.d66;nl.p.gl;nl.p.osf;nl.p.pvda;nl.p.pvdd;nl.p.pvv;nl.p.sgp;nl.p.sp;nl.p.vvd;indiener 1, naam volgens stemming;indiener 1, id volgens stemming;indiener 1, partij;indiener 2, naam volgens stemming;indiener 2, id volgens stemming;indiener 2, partij;titel document volgens stemming
commons;2012-2013;75;2013-04-16;27923;154;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-154.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;aye;no;no;aye;;aye;aye;aye;no;aye;aye;Mohandis;nl.m.03249;nl.p.pvda;;;;de motie-Mohandis over de uitbreiding van het lerarenregister ( 27923, nr. 154),
commons;2012-2013;75;2013-04-16;27923;156;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-156.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Duisenberg;nl.m.03304;nl.p.vvd;;;;de motie-Duisenberg c.s. over één integrale Lerarenagenda ( 27923, nr. 156),
commons;2012-2013;75;2013-04-16;27923;157;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-157.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;aye;aye;aye;aye;;aye;no;no;aye;no;aye;Duisenberg;nl.m.03304;nl.p.vvd;;;;de motie-Duisenberg c.s. over de decentralisatie van arbeidsvoorwaarden ( 27923, nr. 157),
commons;2012-2013;75;2013-04-16;30174;19;amendement;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-30174-19.html;http://resolver.politicalmashup.nl/nl.parldoc.d.kst-30174-19?view=html;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-26.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-26?view=html#nl.proc.ob.d.h-tk-20122013-75-26.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-26.html;no;aye;aye;no;no;;no;no;no;aye;no;aye;Anker;;;Schinkelshoek;;;amendement-Anker/Schinkelshoek (stuk nr. 19, I)
commons;2012-2013;75;2013-04-16;31288;335;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31288-335.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12?view=html#nl.proc.ob.d.h-tk-20122013-75-12.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-12.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;no;Mohandis;nl.m.03249;nl.p.pvda;;;;de motie-Mohandis over geen gedwongen beëindiging van een studie in het derde studiejaar ( 31288, nr. 335),
commons;2012-2013;75;2013-04-16;33551;11;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33551-11.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-37.1.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-37?view=html#nl.proc.ob.d.h-tk-20122013-75-37.1.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-37.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Omtzigt;nl.m.02441;nl.p.cda;;;;de motie-Omtzigt over de financiële sector ( 33551, nr. 11).
commons;2012-2013;75;2013-04-16;07;1021;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-07-1021.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-21.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-21?view=html#nl.proc.ob.d.h-tk-20122013-75-21.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-21.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;no;Klaver;nl.m.03226;nl.p.gl;;;;de motie-Klaver over de transparantie over eigendomsrelaties ( 21501-07, nr. 1021).
commons;2012-2013;75;2013-04-16;33400-VI;97;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-97.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-17.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-17?view=html#nl.proc.ob.d.h-tk-20122013-75-17.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-17.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van der Steur;nl.m.03205;nl.p.vvd;;;;de motie-Van der Steur c.s. over het beëindigen van de zwijgcultuur ( 33400-VI, nr. 97).
commons;2012-2013;75;2013-04-16;33400-VI;96;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-VI-96.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-17.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-17?view=html#nl.proc.ob.d.h-tk-20122013-75-17.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-17.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Van der Steur;nl.m.03205;nl.p.vvd;;;;de motie-Van der Steur c.s. over de afwikkeling van de klachten ( 33400-VI, nr. 96),
commons;2012-2013;75;2013-04-16;33551;19;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33551-19.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-37.1.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-37?view=html#nl.proc.ob.d.h-tk-20122013-75-37.1.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-37.html;aye;aye;aye;aye;aye;;no;aye;aye;aye;aye;no;Omtzigt;nl.m.02441;nl.p.cda;Sjoerdsma;nl.m.03352;nl.p.d66;motie-Omtzigt/Sjoerdsma ( 33551, nr. 19, was nr. 10)
commons;2012-2013;75;2013-04-16;27926;197;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27926-197.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-13.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-13?view=html#nl.proc.ob.d.h-tk-20122013-75-13.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-13.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;no;aye;Verhoeven;nl.m.03192;nl.p.d66;;;;de motie-Verhoeven over voorkomen dat vve's als bedrijven worden behandeld ( 27926, nr. 197).
commons;2012-2013;75;2013-04-16;29389;53;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29389-53.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-33.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-33?view=html#nl.proc.ob.d.h-tk-20122013-75-33.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-33.html;aye;aye;aye;aye;aye;;aye;no;no;aye;no;aye;Krol;nl.m.03305;nl.p.50plus;Keijzer;nl.m.03301;nl.p.cda;motie-Krol/Keijzer ( 29389, nr. 53, was nr. 52)
commons;2012-2013;75;2013-04-16;31288;332;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31288-332.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12?view=html#nl.proc.ob.d.h-tk-20122013-75-12.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-12.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Van Meenen;nl.m.03350;nl.p.d66;Jasper van Dijk;nl.m.03104;nl.p.sp;de motie-Van Meenen/Jasper van Dijk over afzien van de uitbreiding van het bindend studieadvies ( 31288, nr. 332),
commons;2012-2013;75;2013-04-16;31288;333;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-31288-333.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12?view=html#nl.proc.ob.d.h-tk-20122013-75-12.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-12.html;aye;aye;aye;aye;aye;;no;aye;no;aye;aye;no;Van Meenen;nl.m.03350;nl.p.d66;;;;de motie-Van Meenen over een maximering van het experiment ( 31288, nr. 333),
commons;2012-2013;75;2013-04-16;33515;7;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33515-7.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-9.1.5.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-9?view=html#nl.proc.ob.d.h-tk-20122013-75-9.1.5.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-9.html;no;no;no;no;no;;no;no;aye;no;aye;no;Fritsma;nl.m.03131;nl.p.pvv;;;;de motie-Fritsma over afzien van de verhuurderheffing ( 33515, nr. 7).
commons;2012-2013;75;2013-04-16;29453;;wetsvoorstel;accepted;fractie;https://zoek.officielebekendmakingen.nl/dossier/29453;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-9.1.5.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-9?view=html#nl.proc.ob.d.h-tk-20122013-75-9.1.5.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-9.html;no;aye;aye;aye;aye;;aye;no;no;aye;no;aye;;;;;;;Aan de orde zijn de stemmingenin verband met het wetsvoorstel Wijziging van de Wet verhuurderheffing (29453),
commons;2012-2013;75;2013-04-16;33400-XV;99;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-99.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.8.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.8.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;aye;aye;no;no;aye;;no;aye;no;no;aye;no;Karabulut;nl.m.03102;nl.p.sp;;;;de motie-Karabulut over wettelijk regelen van het toezicht op moskee-internaten ( 33400-XV, nr. 99),
commons;2012-2013;75;2013-04-16;33400-XV;93;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-93.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.11.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.11.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Azmani;nl.m.03200;nl.p.vvd;Yücel;nl.m.03185;nl.p.pvda;de motie-Azmani/Yücel over geen dubbele kinderbijslag voor kinderen op een moskee-internaat ( 33400-XV, nr. 93),
commons;2012-2013;75;2013-04-16;33400-XV;94;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-94.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.14.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.14.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;aye;Azmani;nl.m.03200;nl.p.vvd;Yücel;nl.m.03185;nl.p.pvda;de motie-Azmani/Yücel over een afdwingbaar kwaliteitskader voor moskee-internaten ( 33400-XV, nr. 94),
commons;2012-2013;75;2013-04-16;33400-XV;95;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-95.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.17.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.17.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;aye;no;no;no;no;;no;aye;aye;aye;aye;no;Van Klaveren;nl.m.03217;nl.p.pvv;;;;de motie-Van Klaveren over onderzoek naar mishandelingen tijdens Koranlessen ( 33400-XV, nr. 95),
commons;2012-2013;75;2013-04-16;33400-XV;96;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-96.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;no;no;no;no;no;;no;no;aye;no;no;no;Van Klaveren;nl.m.03217;nl.p.pvv;;;;de motie-Van Klaveren over sluiting van alle moskee-internaten ( 33400-XV, nr. 96),
commons;2012-2013;75;2013-04-16;33400-XV;97;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-97.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;no;no;no;no;no;;no;no;aye;no;no;no;Van Klaveren;nl.m.03217;nl.p.pvv;;;;de motie-Van Klaveren over het seponeren van een aangifte tegen een klokkenluider ( 33400-XV, nr. 97),
commons;2012-2013;75;2013-04-16;33400-XV;98;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-98.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.26.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.26.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;aye;Karabulut;nl.m.03102;nl.p.sp;;;;de motie-Karabulut over de financiering van moskee-internaten ( 33400-XV, nr. 98),
commons;2012-2013;75;2013-04-16;33400-XV;100;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-33400-XV-100.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23.1.29.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-23?view=html#nl.proc.ob.d.h-tk-20122013-75-23.1.29.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-23.html;aye;no;aye;no;aye;;no;aye;aye;aye;aye;no;Bisschop;nl.m.03353;nl.p.sgp;;;;de motie-Bisschop over handhaving van de wettelijke regels door gemeenten ( 33400-XV, nr. 100).
commons;2012-2013;75;2013-04-16;31288;334;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31288-334.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-12?view=html#nl.proc.ob.d.h-tk-20122013-75-12.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-12.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;aye;no;Van Meenen;nl.m.03350;nl.p.d66;;;;de motie-Van Meenen over de doorgevoerde kwaliteitsverbeteringen ( 31288, nr. 334),
commons;2012-2013;75;2013-04-16;27923;158;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-158.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.20.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.20.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;no;no;aye;aye;;no;aye;no;no;aye;no;Jasper van Dijk;nl.m.03104;nl.p.sp;;;;de motie-Jasper van Dijk over het schrappen van de nullijn ( 27923, nr. 158),
commons;2012-2013;75;2013-04-16;27923;159;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-159.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.23.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.23.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;aye;no;aye;aye;;no;aye;no;aye;aye;no;Rog;nl.m.03321;nl.p.cda;;;;de motie-Rog over een masteropleiding voor alle leraren ( 27923, nr. 159),
commons;2012-2013;75;2013-04-16;29683;151;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29683-151.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-28.1.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-28?view=html#nl.proc.ob.d.h-tk-20122013-75-28.1.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-28.html;aye;aye;aye;aye;aye;;aye;no;aye;aye;aye;no;Dik-Faber;nl.m.03331;nl.p.cu;;;;de motie-Dik-Faber over praktijkproeven met alternatieven voor antibiotica ( 29683, nr. 151),
commons;2012-2013;75;2013-04-16;29683;152;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29683-152.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-28.1.15.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-28?view=html#nl.proc.ob.d.h-tk-20122013-75-28.1.15.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-28.html;aye;aye;aye;aye;aye;;aye;aye;aye;aye;aye;no;Schouw;nl.m.03025;nl.p.d66;;;;de motie-Schouw over de totstandkoming van cijfers voor antibioticagebruik ( 29683, nr. 152),
commons;2012-2013;75;2013-04-16;29683;155;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-29683-155.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-28.1.18.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-28?view=html#nl.proc.ob.d.h-tk-20122013-75-28.1.18.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-28.html;aye;no;aye;aye;aye;;aye;aye;no;no;aye;no;Thieme;nl.m.03100;nl.p.pvdd;Van Gerven;nl.m.03116;nl.p.sp;de motie-Thieme/Van Gerven over strenge eisen voor koppelbehandelingen ( 29683, nr. 155).
commons;2012-2013;75;2013-04-16;31497;95;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31497-95.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-29.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-29?view=html#nl.proc.ob.d.h-tk-20122013-75-29.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-29.html;aye;aye;aye;aye;aye;;aye;aye;no;no;aye;no;Ypma;nl.m.03363;nl.p.pvda;;;;de motie-Ypma c.s. over het met ouders vaststellen van het handelingsdeel van het ontwikkelingsperspectief ( 31497, nr. 95),
commons;2012-2013;75;2013-04-16;31497;97;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-31497-97.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-29.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-29?view=html#nl.proc.ob.d.h-tk-20122013-75-29.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-29.html;aye;aye;aye;aye;aye;;aye;aye;aye;no;aye;aye;Straus;nl.m.03256;nl.p.vvd;;;;de motie-Straus over hoogbegaafdheid meenemen bij de invoering van passend onderwijs ( 31497, nr. 97).
commons;2012-2013;75;2013-04-16;27923;165;motie;accepted;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-165.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.35.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.35.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;aye;aye;aye;aye;;aye;aye;no;aye;no;aye;Van Meenen;nl.m.03350;nl.p.d66;;;;motie-Van Meenen ( 27923, nr. 165, was nr. 163)
commons;2012-2013;75;2013-04-16;27923;164;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-27923-164.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11.1.38.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-11?view=html#nl.proc.ob.d.h-tk-20122013-75-11.1.38.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-11.html;aye;no;no;aye;aye;;no;aye;aye;no;aye;no;Van Meenen;nl.m.03350;nl.p.d66;;;;de motie-Van Meenen over intrekken van het voorstel voor de nullijn ( 27923, nr. 164).
commons;2012-2013;75;2013-04-16;32847;55;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32847-55.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30.1.4.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30?view=html#nl.proc.ob.d.h-tk-20122013-75-30.1.4.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-30.html;no;no;no;no;aye;;no;aye;aye;no;aye;no;Fritsma;nl.m.03131;nl.p.pvv;;;;de motie-Fritsma over het van tafel vegen van het woonakkoord ( 32847, nr. 55),
commons;2012-2013;75;2013-04-16;32847;56;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32847-56.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30.1.7.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30?view=html#nl.proc.ob.d.h-tk-20122013-75-30.1.7.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-30.html;aye;no;no;no;aye;;no;aye;no;no;no;no;Voortman;nl.m.03229;nl.p.gl;;;;de motie-Voortman over heroverweging van de Blok-hypotheek ( 32847, nr. 56),
commons;2012-2013;75;2013-04-16;32847;57;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32847-57.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30.1.10.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30?view=html#nl.proc.ob.d.h-tk-20122013-75-30.1.10.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-30.html;aye;no;no;no;aye;;no;aye;no;no;no;no;Voortman;nl.m.03229;nl.p.gl;;;;de motie-Voortman over een betere balans tussen huur- en koopmarkt ( 32847, nr. 57),
commons;2012-2013;75;2013-04-16;32847;58;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-32847-58.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30.1.13.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-30?view=html#nl.proc.ob.d.h-tk-20122013-75-30.1.13.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-30.html;aye;no;no;no;aye;;no;aye;no;no;aye;no;Paulus Jansen;nl.m.03106;nl.p.sp;;;;de motie-Paulus Jansen over een langetermijnvisie op de woningmarkt ( 32847, nr. 58).
commons;2012-2013;75;2013-04-16;29659;101;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29659-101.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31.1.5.3.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31?view=html#nl.proc.ob.d.h-tk-20122013-75-31.1.5.3.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-31.html;no;no;no;no;aye;;no;aye;no;no;aye;no;Van Gerven;nl.m.03116;nl.p.sp;Ouwehand;nl.m.03108;nl.p.pvdd;de motie-Van Gerven/Ouwehand over afzien van de gedwongen verkoop van natuurgronden van Staatsbosbeheer ( 29659, nr. 101),
commons;2012-2013;75;2013-04-16;29659;102;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29659-102.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31.1.5.6.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31?view=html#nl.proc.ob.d.h-tk-20122013-75-31.1.5.6.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-31.html;no;no;aye;aye;aye;;no;aye;aye;no;aye;no;Van Gerven;nl.m.03116;nl.p.sp;Ouwehand;nl.m.03108;nl.p.pvdd;de motie-Van Gerven/Ouwehand over een overzicht van te verkopen natuurgebieden van Staatsbosbeheer ( 29659, nr. 102),
commons;2012-2013;75;2013-04-16;29659;103;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29659-103.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31.1.5.9.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31?view=html#nl.proc.ob.d.h-tk-20122013-75-31.1.5.9.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-31.html;aye;no;no;no;aye;;no;aye;no;no;aye;no;Van Gerven;nl.m.03116;nl.p.sp;;;;de motie-Van Gerven over bedingen bij de verkoop van natuurgronden van Staatsbosbeheer ( 29659, nr. 103),
commons;2012-2013;75;2013-04-16;29659;104;motie;rejected;fractie;https://zoek.officielebekendmakingen.nl/kst-29659-104.html;;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31.1.5.12.1;http://resolver.politicalmashup.nl/nl.proc.ob.d.h-tk-20122013-75-31?view=html#nl.proc.ob.d.h-tk-20122013-75-31.1.5.12.1;https://zoek.officielebekendmakingen.nl/h-tk-20122013-75-31.html;no;no;no;aye;aye;;no;aye;aye;no;aye;no;Van Gerven;nl.m.03116;nl.p.sp;;;;de motie-Van Gerven over het niet onder de aanschafprijs verkopen van natuurgronden ( 29659, nr. 104),
